Année;Pays;Cde_Pays;variable;value
2014;République slovaque;SVK;Habitat;1.1229948188140841
2015;République slovaque;SVK;Habitat;1.5821678420262577
2016;République slovaque;SVK;Habitat;1.0177729835432674
2017;République slovaque;SVK;Habitat;1.097976146414965
2018;République slovaque;SVK;Habitat;1.1965262771183802
2019;République slovaque;SVK;Habitat;1.11538585632346
2020;République slovaque;SVK;Habitat;0.9333588099436926
2021;République slovaque;SVK;Habitat;0.9100638187414896
2022;République slovaque;SVK;Habitat;1.0728546498607725
2023;République slovaque;SVK;Habitat;1.1095555600319615
2002;Allemagne;DEU;Défense;2.1755708822547777
2003;Allemagne;DEU;Défense;2.1890330337291566
2004;Allemagne;DEU;Défense;2.1413451182827647
2005;Allemagne;DEU;Défense;2.216803227176688
2006;Allemagne;DEU;Défense;2.3248070999587
2007;Allemagne;DEU;Défense;2.0610202199156364
2008;Allemagne;DEU;Défense;2.084101262301353
2009;Allemagne;DEU;Défense;2.143807493075723
2010;Allemagne;DEU;Défense;2.1268651084009225
2011;Allemagne;DEU;Défense;2.2262538151202955
2012;Allemagne;DEU;Défense;2.3271158100509544
2013;Allemagne;DEU;Défense;2.208172408465935
2014;Allemagne;DEU;Défense;2.033301915484984
2015;Allemagne;DEU;Défense;2.060521680369739
2016;Allemagne;DEU;Défense;2.076534924464197
2017;Allemagne;DEU;Défense;2.180388426946311
2018;Allemagne;DEU;Défense;2.3220080765498317
2019;Allemagne;DEU;Défense;2.2654700223206663
2020;Allemagne;DEU;Défense;2.1427226916674607
2021;Allemagne;DEU;Défense;2.043982144523795
2022;Allemagne;DEU;Défense;2.094386221170447
2023;Allemagne;DEU;Défense;2.2897623174664314
2002;Autriche;AUT;Défense;1.5389694065432347
2003;Autriche;AUT;Défense;1.6103906333798133
2004;Autriche;AUT;Défense;1.5533954277177875
2005;Autriche;AUT;Défense;1.5499997584332303
2006;Autriche;AUT;Défense;1.427439758953844
2007;Autriche;AUT;Défense;1.5576660573390388
2008;Autriche;AUT;Défense;1.8083098311109806
2009;Autriche;AUT;Défense;1.3168352983697
2010;Autriche;AUT;Défense;1.2342146763857684
2011;Autriche;AUT;Défense;1.249880068397988
2012;Autriche;AUT;Défense;1.168150517760011
2013;Autriche;AUT;Défense;1.2249670562511172
2014;Autriche;AUT;Défense;1.1325982023150094
2015;Autriche;AUT;Défense;1.1084704597374169
2016;Autriche;AUT;Défense;1.2038982112146446
2017;Autriche;AUT;Défense;1.220880055115541
2018;Autriche;AUT;Défense;1.208247247690606
2019;Autriche;AUT;Défense;1.2509831923417234
2020;Autriche;AUT;Défense;1.0917004223085303
2021;Autriche;AUT;Défense;1.0681186224551442
2022;Autriche;AUT;Défense;1.1306665250511563
2023;Autriche;AUT;Défense;1.145559132499428
2024;Autriche;AUT;Défense;1.2247517423366236
2002;Belgique;BEL;Défense;2.382516818930482
2003;Belgique;BEL;Défense;2.2388735549867844
2004;Belgique;BEL;Défense;2.222310268177353
2005;Belgique;BEL;Défense;2.061366466116969
2006;Belgique;BEL;Défense;2.059952243954221
2007;Belgique;BEL;Défense;2.08866926586757
2008;Belgique;BEL;Défense;2.0886443436725046
2009;Belgique;BEL;Défense;1.8373463318730545
2010;Belgique;BEL;Défense;1.8024372305869376
2011;Belgique;BEL;Défense;1.7086274410077305
2012;Belgique;BEL;Défense;1.6382653617740526
2013;Belgique;BEL;Défense;1.6459246942648074
2014;Belgique;BEL;Défense;1.5729863435375437
2015;Belgique;BEL;Défense;1.540676861619571
2016;Belgique;BEL;Défense;1.5117463676549676
2017;Belgique;BEL;Défense;1.5194269121343535
2018;Belgique;BEL;Défense;1.4444297838334401
2019;Belgique;BEL;Défense;1.5192264056421154
2020;Belgique;BEL;Défense;1.5268054175252825
2021;Belgique;BEL;Défense;1.602376150426209
2022;Belgique;BEL;Défense;1.848136187823816
2023;Belgique;BEL;Défense;1.7775193068641344
2002;Espagne;ESP;Défense;2.8111367851702944
2003;Espagne;ESP;Défense;2.707962416665584
2004;Espagne;ESP;Défense;2.766239293185401
2005;Espagne;ESP;Défense;2.795801392995782
2006;Espagne;ESP;Défense;2.658409309487579
2007;Espagne;ESP;Défense;2.562274376782483
2008;Espagne;ESP;Défense;2.4451244310186966
2009;Espagne;ESP;Défense;2.214207256757823
2010;Espagne;ESP;Défense;2.284854510881561
2011;Espagne;ESP;Défense;2.2723198644145137
2012;Espagne;ESP;Défense;1.9018072856201562
2013;Espagne;ESP;Défense;2.0866163355147256
2014;Espagne;ESP;Défense;1.9130431065255076
2015;Espagne;ESP;Défense;2.1933361830980873
2016;Espagne;ESP;Défense;2.3034923643533025
2017;Espagne;ESP;Défense;2.1614559457229303
2018;Espagne;ESP;Défense;2.044344814017683
2019;Espagne;ESP;Défense;2.000307535181455
2020;Espagne;ESP;Défense;1.8182789693948609
2021;Espagne;ESP;Défense;1.9171232024924565
2022;Espagne;ESP;Défense;2.4088197301280614
2023;Espagne;ESP;Défense;2.054036114146078
2002;Estonie;EST;Défense;3.7732487707546496
2003;Estonie;EST;Défense;3.7870633134357568
2004;Estonie;EST;Défense;3.9816370619299093
2005;Estonie;EST;Défense;4.086488182388622
2006;Estonie;EST;Défense;3.867646411756941
2007;Estonie;EST;Défense;3.709308400439568
2008;Estonie;EST;Défense;4.2874965766971975
2009;Estonie;EST;Défense;4.838066001534919
2010;Estonie;EST;Défense;4.275427542754275
2011;Estonie;EST;Défense;4.005524861878453
2012;Estonie;EST;Défense;4.593877636953135
2013;Estonie;EST;Défense;4.724280732345249
2014;Estonie;EST;Défense;4.686131195983316
2015;Estonie;EST;Défense;4.7162376789806135
2016;Estonie;EST;Défense;5.959014399406878
2017;Estonie;EST;Défense;5.139331336585985
2018;Estonie;EST;Défense;5.161881192942118
2019;Estonie;EST;Défense;5.27634130575307
2020;Estonie;EST;Défense;5.284145157537489
2021;Estonie;EST;Défense;4.831924840081262
2022;Estonie;EST;Défense;5.43036445030348
2023;Estonie;EST;Défense;6.348706711299705
2002;Finlande;FIN;Défense;2.68305228476499
2003;Finlande;FIN;Défense;2.8350790936297563
2004;Finlande;FIN;Défense;3.013631875248464
2005;Finlande;FIN;Défense;3.1083910452568855
2006;Finlande;FIN;Défense;2.9584872958366932
2007;Finlande;FIN;Défense;2.9019778907855316
2008;Finlande;FIN;Défense;2.999967742282341
2009;Finlande;FIN;Défense;2.932709424749504
2010;Finlande;FIN;Défense;2.858323576003857
2011;Finlande;FIN;Défense;2.5516437660946223
2012;Finlande;FIN;Défense;2.680883472962681
2013;Finlande;FIN;Défense;2.5712072971344977
2014;Finlande;FIN;Défense;2.4135082276773674
2015;Finlande;FIN;Défense;2.355591970503892
2016;Finlande;FIN;Défense;2.4287444896860384
2017;Finlande;FIN;Défense;2.3695644851628552
2018;Finlande;FIN;Défense;2.2778073443320914
2019;Finlande;FIN;Défense;2.2310077395802614
2020;Finlande;FIN;Défense;2.4886284442512756
2021;Finlande;FIN;Défense;2.182300897865109
2022;Finlande;FIN;Défense;2.3121676125209696
2023;Finlande;FIN;Défense;2.5661703480786504
2002;France;FRA;Défense;3.645849243973383
2003;France;FRA;Défense;3.250007343053987
2004;France;FRA;Défense;3.2762736454292707
2005;France;FRA;Défense;3.3326657194567963
2006;France;FRA;Défense;3.4126974128778125
2007;France;FRA;Défense;3.283152805825837
2008;France;FRA;Défense;3.3242194533430904
2009;France;FRA;Défense;3.323938247016033
2010;France;FRA;Défense;3.4166467875525144
2011;France;FRA;Défense;3.1206422367544198
2012;France;FRA;Défense;3.1000649239949207
2013;France;FRA;Défense;3.0449974604764
2014;France;FRA;Défense;2.86039268508145
2015;France;FRA;Défense;2.9946304678951883
2016;France;FRA;Défense;3.4092161122083438
2017;France;FRA;Défense;3.035191387007637
2018;France;FRA;Défense;3.109881687891792
2019;France;FRA;Défense;3.1116409152299296
2020;France;FRA;Défense;3.0260451451793178
2021;France;FRA;Défense;2.9039178903697156
2022;France;FRA;Défense;3.0751485682159867
2023;France;FRA;Défense;3.1840261053833396
2002;Grèce;GRC;Défense;6.307774512423189
2003;Grèce;GRC;Défense;7.824365664927119
2004;Grèce;GRC;Défense;6.18515346336069
2005;Grèce;GRC;Défense;5.8912952477472516
2006;Grèce;GRC;Défense;5.714605461278639
2007;Grèce;GRC;Défense;5.876123000511284
2008;Grèce;GRC;Défense;5.885030193187637
2009;Grèce;GRC;Défense;6.136110657045669
2010;Grèce;GRC;Défense;5.113320414525234
2011;Grèce;GRC;Défense;4.421580525414049
2012;Grèce;GRC;Défense;4.280885521135131
2013;Grèce;GRC;Défense;3.410349738882735
2014;Grèce;GRC;Défense;5.246035422042833
2015;Grèce;GRC;Défense;4.626390103711108
2016;Grèce;GRC;Défense;4.223650619985412
2017;Grèce;GRC;Défense;5.205867335097247
2018;Grèce;GRC;Défense;4.636644299889496
2019;Grèce;GRC;Défense;4.11191662890802
2020;Grèce;GRC;Défense;4.27228251021764
2021;Grèce;GRC;Défense;4.8123949258749805
2022;Grèce;GRC;Défense;4.907243896666606
2023;Grèce;GRC;Défense;4.516163725498982
