ISO3;LON;LAT;Année;Cde_Pays;Pays;Cde_Mesure;Mesure;Cde_Unité;Unité;Cde_Domaine;Domaine;Valeur_Mesurée
GRC;21.766;39.666;2022;GRC;Grèce;Surcharge financière liée au coût du logement;Surcharge financière liée au coût du logement;PT_POP;Pourcentage de la population;HSL_3;Logement;25.2614080906
GRC;21.766;39.666;2022;GRC;Grèce;Sentiment de solitude;Sentiment de solitude;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_7;Liens sociaux;7.1934888418
GRC;21.766;39.666;2022;GRC;Grèce;Satisfaction à l’égard des relations personnelles inférieure à 5;Satisfaction à l’égard des relations personnelles inférieure à 5;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_7;Liens sociaux;9.3314777746
GRC;21.766;39.666;2022;GRC;Grèce;Satisfaction à l’égard de l’emploi du temps inférieure à 5;Satisfaction à l’égard de l’emploi du temps inférieure à 5;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_4;Equilibre travail-vie;30.2196942304
GRC;21.766;39.666;2022;GRC;Grèce;Satisfaction à l’égard de la vie inférieure à 5;Satisfaction à l’égard de la vie inférieure à 5;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_11;Bien-être subjectif;11.5594746247
GRC;21.766;39.666;2022;GRC;Grèce;Incapacité à maintenir le logement à bonne température;Incapacité à maintenir le logement à bonne température;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_3;Logement;18.7
GRC;21.766;39.666;2022;GRC;Grèce;Difficultés à joindre les deux bouts;Difficultés à joindre les deux bouts;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_1;Revenu et patrimoine;68.4
GRC;21.766;39.666;2022;GRC;Grèce;État de santé perçu comme bon;État de santé perçu comme bon;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;77.1
GRC;21.766;39.666;2022;GRC;Grèce;État de santé perçu comme mauvais;État de santé perçu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;7.5
GRC;21.766;39.666;2022;GRC;Grèce;Bilan émotionnel négatif;Bilan émotionnel négatif;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_11;Bien-être subjectif;17.9928527334
GRC;21.766;39.666;2022;GRC;Grèce;Douleur physique;Douleur physique;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_11;Bien-être subjectif;28.3333333333
GRC;21.766;39.666;2022;GRC;Grèce;Sentiment d’insécurité la nuit;Sentiment d’insécurité la nuit;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_10;Sécurité;33.0
GRC;21.766;39.666;2022;GRC;Grèce;Sentiment de sécurité la nuit;Sentiment de sécurité la nuit;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_10;Sécurité;66.3333333333
GRC;21.766;39.666;2022;GRC;Grèce;Soutien social;Soutien social;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_7;Liens sociaux;83.3448182558
GRC;21.766;39.666;2022;GRC;Grèce;Manque de soutien social;Manque de soutien social;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_7;Liens sociaux;16.5067234444
GRC;21.766;39.666;2022;GRC;Grèce;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;PT_SAL_FT;Pourcentage de salariés à plein temps;HSL_2;Travail et qualité de l'emploi;10.5445128
GRC;21.766;39.666;2022;GRC;Grèce;Écart de rémunération entre les genres;Écart de rémunération entre les genres;PT_WG_SAL_M_D;Pourcentage du salaire des hommes dans le même décile;HSL_2;Travail et qualité de l'emploi;8.597285068
GRC;21.766;39.666;2022;GRC;Grèce;Décile supérieur de la rémunération des salariés à temps plein;Décile supérieur de la rémunération des salariés à temps plein;FCTR_D1_EARN;Facteur de décile des gains les plus bas;HSL_2;Travail et qualité de l'emploi;3.206521739
GRC;21.766;39.666;2022;GRC;Grèce;Jeunes sans emploi et sortis du système éducatif;Jeunes sans emploi et sortis du système éducatif;PT_POP_Y15T24;Pourcentage de la population âgée de 15 à 24 ans;HSL_2;Travail et qualité de l'emploi;11.044291
GRC;21.766;39.666;2022;GRC;Grèce;Taux de chômage de longue durée;Taux de chômage de longue durée;PT_LF;Pourcentage des dépenses de santé;HSL_2;Travail et qualité de l'emploi;7.7714584938
GRC;21.766;39.666;2022;GRC;Grèce;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salariés;HSL_2;Travail et qualité de l'emploi;3.91
GRC;21.766;39.666;2022;GRC;Grèce;Taux d’emploi;Taux d’emploi;PT_POP_Y25T64;Pourcentage de la population âgée de 25 à 64 ans;HSL_2;Travail et qualité de l'emploi;69.07
GRC;21.766;39.666;2022;GRC;Grèce;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des É-U, PPA convertis;HSL_2;Travail et qualité de l'emploi;31456.577
GRC;21.766;39.666;2022;GRC;Grèce;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;USD_PPP_PS;Dollars des É-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;26971.0
GRC;21.766;39.666;2023;GRC;Grèce;Ménages vivant dans des logements surpeuplés;Ménages vivant dans des logements surpeuplés;PT_HH;Pourcentage de ménages;HSL_3;Logement;16.8503820896
GRC;21.766;39.666;2023;GRC;Grèce;Quintile supérieur de la satisfaction à l’égard de la vie;Quintile supérieur de la satisfaction à l’égard de la vie;FCTR_Q1_SCR_LIFE_SATISFACTION;Facteur de quintile de satisfaction à l'égard de la vie les plus bas;HSL_11;Bien-être subjectif;2.3373602237
GRC;21.766;39.666;2023;GRC;Grèce;Avoir son mot à dire concernant l’action des pouvoirs publics;Avoir son mot à dire concernant l’action des pouvoirs publics;PT_POP_Y16T65;Pourcentage de la population âgée de 16 à 65 ans;HSL_8;Engagement civique;21.174936
GRC;21.766;39.666;2023;GRC;Grèce;Ne pas avoir son mot à dire concernant l’action des pouvoirs publics;Ne pas avoir son mot à dire concernant l’action des pouvoirs publics;PT_POP_Y16T65;Pourcentage de la population âgée de 16 à 65 ans;HSL_8;Engagement civique;63.823118
GRC;21.766;39.666;2023;GRC;Grèce;Participation électorale;Participation électorale;PT_VOTES;Pourcentage des votes;HSL_8;Engagement civique;61.1
GRC;21.766;39.666;2023;GRC;Grèce;Satisfaction à l’égard de la vie;Satisfaction à l’égard de la vie;0_TO_10;Échelle 0-10;HSL_11;Bien-être subjectif;6.8624746368
GRC;21.766;39.666;2023;GRC;Grèce;Espérance de vie à la naissance;Espérance de vie à la naissance;Y;Années;HSL_5;Santé;81.8
GRC;21.766;39.666;2023;GRC;Grèce;Mortalité routière;Mortalité routière;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;6.147880164
GRC;21.766;39.666;2023;GRC;Grèce;Exposition à des températures extrêmes;Exposition à des températures extrêmes;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;40.6297918599
GRC;21.766;39.666;2023;GRC;Grèce;Satisfaction à l’égard de la vie inférieure à 5;Satisfaction à l’égard de la vie inférieure à 5;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_11;Bien-être subjectif;10.8253735068
GRC;21.766;39.666;2023;GRC;Grèce;Incapacité à maintenir le logement à bonne température;Incapacité à maintenir le logement à bonne température;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_3;Logement;19.2
GRC;21.766;39.666;2023;GRC;Grèce;Difficultés à joindre les deux bouts;Difficultés à joindre les deux bouts;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_1;Revenu et patrimoine;67.0
GRC;21.766;39.666;2023;GRC;Grèce;État de santé perçu comme bon;État de santé perçu comme bon;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;78.2
GRC;21.766;39.666;2023;GRC;Grèce;État de santé perçu comme mauvais;État de santé perçu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;6.8
GRC;21.766;39.666;2023;GRC;Grèce;Bilan émotionnel négatif;Bilan émotionnel négatif;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_11;Bien-être subjectif;17.9928527334
GRC;21.766;39.666;2023;GRC;Grèce;Douleur physique;Douleur physique;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_11;Bien-être subjectif;34.5
GRC;21.766;39.666;2023;GRC;Grèce;Sentiment d’insécurité la nuit;Sentiment d’insécurité la nuit;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_10;Sécurité;36.0
GRC;21.766;39.666;2023;GRC;Grèce;Sentiment de sécurité la nuit;Sentiment de sécurité la nuit;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_10;Sécurité;64.0
GRC;21.766;39.666;2023;GRC;Grèce;Soutien social;Soutien social;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_7;Liens sociaux;81.1864005228
GRC;21.766;39.666;2023;GRC;Grèce;Manque de soutien social;Manque de soutien social;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_7;Liens sociaux;18.5525041777
GRC;21.766;39.666;2023;GRC;Grèce;Satisfaction au travail;Satisfaction au travail;0_TO_10;Échelle 0-10;HSL_2;Travail et qualité de l'emploi;6.7928710024
GRC;21.766;39.666;2023;GRC;Grèce;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;Salariés à temps plein dont la rémunération est inférieure à deux tiers du salaire brut médian;PT_SAL_FT;Pourcentage de salariés à plein temps;HSL_2;Travail et qualité de l'emploi;9.149173128
GRC;21.766;39.666;2023;GRC;Grèce;Écart de rémunération entre les genres;Écart de rémunération entre les genres;PT_WG_SAL_M_D;Pourcentage du salaire des hommes dans le même décile;HSL_2;Travail et qualité de l'emploi;9.694999863
GRC;21.766;39.666;2023;GRC;Grèce;Décile supérieur de la rémunération des salariés à temps plein;Décile supérieur de la rémunération des salariés à temps plein;FCTR_D1_EARN;Facteur de décile des gains les plus bas;HSL_2;Travail et qualité de l'emploi;3.031620316
GRC;21.766;39.666;2023;GRC;Grèce;Jeunes sans emploi et sortis du système éducatif;Jeunes sans emploi et sortis du système éducatif;PT_POP_Y15T24;Pourcentage de la population âgée de 15 à 24 ans;HSL_2;Travail et qualité de l'emploi;13.533204
GRC;21.766;39.666;2023;GRC;Grèce;Taux de chômage de longue durée;Taux de chômage de longue durée;PT_LF;Pourcentage des dépenses de santé;HSL_2;Travail et qualité de l'emploi;6.2501948976
GRC;21.766;39.666;2023;GRC;Grèce;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salariés;HSL_2;Travail et qualité de l'emploi;3.57
GRC;21.766;39.666;2023;GRC;Grèce;Taux d’emploi;Taux d’emploi;PT_POP_Y25T64;Pourcentage de la population âgée de 25 à 64 ans;HSL_2;Travail et qualité de l'emploi;70.04
GRC;21.766;39.666;2023;GRC;Grèce;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des É-U, PPA convertis;HSL_2;Travail et qualité de l'emploi;31597.68
GRC;21.766;39.666;2023;GRC;Grèce;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;USD_PPP_PS;Dollars des É-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;28369.0
GRC;21.766;39.666;2023;GRC;Grèce;Accessibilité financière du logement;Accessibilité financière du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajusté des ménages;HSL_3;Logement;76.0514500245
GRC;21.766;39.666;2024;GRC;Grèce;Ménages vivant dans des logements surpeuplés;Ménages vivant dans des logements surpeuplés;PT_HH;Pourcentage de ménages;HSL_3;Logement;16.8840050697
GRC;21.766;39.666;2024;GRC;Grèce;Quintile supérieur de la satisfaction à l’égard de la vie;Quintile supérieur de la satisfaction à l’égard de la vie;FCTR_Q1_SCR_LIFE_SATISFACTION;Facteur de quintile de satisfaction à l'égard de la vie les plus bas;HSL_11;Bien-être subjectif;2.613321035
GRC;21.766;39.666;2024;GRC;Grèce;Satisfaction à l’égard de la vie;Satisfaction à l’égard de la vie;0_TO_10;Échelle 0-10;HSL_11;Bien-être subjectif;6.7376669607
GRC;21.766;39.666;2024;GRC;Grèce;Satisfaction à l’égard de la vie inférieure à 5;Satisfaction à l’égard de la vie inférieure à 5;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_11;Bien-être subjectif;13.1560622572
GRC;21.766;39.666;2024;GRC;Grèce;Incapacité à maintenir le logement à bonne température;Incapacité à maintenir le logement à bonne température;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_3;Logement;19.0
GRC;21.766;39.666;2024;GRC;Grèce;Difficultés à joindre les deux bouts;Difficultés à joindre les deux bouts;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_1;Revenu et patrimoine;66.7
GRC;21.766;39.666;2024;GRC;Grèce;État de santé perçu comme bon;État de santé perçu comme bon;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;78.2
GRC;21.766;39.666;2024;GRC;Grèce;État de santé perçu comme mauvais;État de santé perçu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;7.0
GRC;21.766;39.666;2024;GRC;Grèce;Douleur physique;Douleur physique;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_11;Bien-être subjectif;34.5
GRC;21.766;39.666;2024;GRC;Grèce;Sentiment d’insécurité la nuit;Sentiment d’insécurité la nuit;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_10;Sécurité;36.0
GRC;21.766;39.666;2024;GRC;Grèce;Sentiment de sécurité la nuit;Sentiment de sécurité la nuit;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_10;Sécurité;64.0
GRC;21.766;39.666;2024;GRC;Grèce;Soutien social;Soutien social;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_7;Liens sociaux;81.1864005228
GRC;21.766;39.666;2024;GRC;Grèce;Manque de soutien social;Manque de soutien social;PT_POP_Y_GE15;Pourcentage de la population âgée de 15 ans ou plus;HSL_7;Liens sociaux;18.5525041777
GRC;21.766;39.666;2024;GRC;Grèce;Jeunes sans emploi et sortis du système éducatif;Jeunes sans emploi et sortis du système éducatif;PT_POP_Y15T24;Pourcentage de la population âgée de 15 à 24 ans;HSL_2;Travail et qualité de l'emploi;12.2275266647
GRC;21.766;39.666;2024;GRC;Grèce;Taux de chômage de longue durée;Taux de chômage de longue durée;PT_LF;Pourcentage des dépenses de santé;HSL_2;Travail et qualité de l'emploi;5.4785767615
GRC;21.766;39.666;2024;GRC;Grèce;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salariés;HSL_2;Travail et qualité de l'emploi;3.21
GRC;21.766;39.666;2024;GRC;Grèce;Taux d’emploi;Taux d’emploi;PT_POP_Y25T64;Pourcentage de la population âgée de 25 à 64 ans;HSL_2;Travail et qualité de l'emploi;71.981
GRC;21.766;39.666;2024;GRC;Grèce;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des É-U, PPA convertis;HSL_2;Travail et qualité de l'emploi;32257.112
GRC;21.766;39.666;2024;GRC;Grèce;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;USD_PPP_PS;Dollars des É-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;28883.0
GRC;21.766;39.666;2024;GRC;Grèce;Accessibilité financière du logement;Accessibilité financière du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajusté des ménages;HSL_3;Logement;75.9415972826
IRL;-8.152;53.177;2004;IRL;Irlande;Accessibilité financière du logement;Accessibilité financière du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajusté des ménages;HSL_3;Logement;80.2880403843
IRL;-8.152;53.177;2004;IRL;Irlande;Quintile supérieur du revenu disponible moyen des ménages;Quintile supérieur du revenu disponible moyen des ménages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;5.1661673302
IRL;-8.152;53.177;2004;IRL;Irlande;Espérance de vie à la naissance;Espérance de vie à la naissance;Y;Années;HSL_5;Santé;78.6
IRL;-8.152;53.177;2004;IRL;Irlande;Mortalité routière;Mortalité routière;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;9.188597687
IRL;-8.152;53.177;2004;IRL;Irlande;Homicides;Homicides;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;0.6
IRL;-8.152;53.177;2004;IRL;Irlande;Revenu disponible des ménages inférieur au seuil de pauvreté monétaire relative;Revenu disponible des ménages inférieur au seuil de pauvreté monétaire relative;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;13.3696151081
IRL;-8.152;53.177;2004;IRL;Irlande;Exposition à la pollution de l’air;Exposition à la pollution de l’air;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;99.925674
IRL;-8.152;53.177;2004;IRL;Irlande;Exposition à des températures extrêmes;Exposition à des températures extrêmes;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;0.0
IRL;-8.152;53.177;2004;IRL;Irlande;Incapacité à maintenir le logement à bonne température;Incapacité à maintenir le logement à bonne température;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_3;Logement;3.3
IRL;-8.152;53.177;2004;IRL;Irlande;Difficultés à joindre les deux bouts;Difficultés à joindre les deux bouts;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_1;Revenu et patrimoine;25.0
IRL;-8.152;53.177;2004;IRL;Irlande;État de santé perçu comme bon;État de santé perçu comme bon;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;82.8
IRL;-8.152;53.177;2004;IRL;Irlande;État de santé perçu comme mauvais;État de santé perçu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;3.8
IRL;-8.152;53.177;2004;IRL;Irlande;Taux de chômage de longue durée;Taux de chômage de longue durée;PT_LF;Pourcentage des dépenses de santé;HSL_2;Travail et qualité de l'emploi;1.6785191466
IRL;-8.152;53.177;2004;IRL;Irlande;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salariés;HSL_2;Travail et qualité de l'emploi;4.7
IRL;-8.152;53.177;2004;IRL;Irlande;Taux d’emploi;Taux d’emploi;PT_POP_Y25T64;Pourcentage de la population âgée de 25 à 64 ans;HSL_2;Travail et qualité de l'emploi;71.992
IRL;-8.152;53.177;2004;IRL;Irlande;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des É-U, PPA convertis;HSL_2;Travail et qualité de l'emploi;51708.12
IRL;-8.152;53.177;2004;IRL;Irlande;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;USD_PPP_PS;Dollars des É-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;29153.0
IRL;-8.152;53.177;2004;IRL;Irlande;Jeunes sans emploi et sortis du système éducatif;Jeunes sans emploi et sortis du système éducatif;PT_POP_Y15T24;Pourcentage de la population âgée de 15 à 24 ans;HSL_2;Travail et qualité de l'emploi;8.4715414
IRL;-8.152;53.177;2005;IRL;Irlande;Ménages disposant d’un accès internet;Ménages disposant d’un accès internet;PT_HH;Pourcentage de ménages;HSL_3;Logement;7.3916
IRL;-8.152;53.177;2005;IRL;Irlande;Accessibilité financière du logement;Accessibilité financière du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajusté des ménages;HSL_3;Logement;80.8691930276
IRL;-8.152;53.177;2005;IRL;Irlande;Temps consacré aux interactions sociales;Temps consacré aux interactions sociales;H_WK;Heures par semaine;HSL_7;Liens sociaux;5.8321702833
IRL;-8.152;53.177;2005;IRL;Irlande;Temps libre;Temps libre;H_D;Heures par jour;HSL_4;Equilibre travail-vie;14.540002
IRL;-8.152;53.177;2005;IRL;Irlande;Longues heures de travail non rémunéré;Longues heures de travail non rémunéré;PT_POP_Y15T64;Pourcentage de la population âgée de 15 à 64 ans;HSL_4;Equilibre travail-vie;16.69376
IRL;-8.152;53.177;2005;IRL;Irlande;Écart entre les genres en termes de temps de travail;Écart entre les genres en termes de temps de travail;MN_D;Minutes par jour;HSL_4;Equilibre travail-vie;22.90388537
IRL;-8.152;53.177;2005;IRL;Irlande;Quintile supérieur du revenu disponible moyen des ménages;Quintile supérieur du revenu disponible moyen des ménages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;5.0677976283
IRL;-8.152;53.177;2005;IRL;Irlande;Espérance de vie à la naissance;Espérance de vie à la naissance;Y;Années;HSL_5;Santé;79.0
IRL;-8.152;53.177;2005;IRL;Irlande;Mortalité routière;Mortalité routière;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;9.519427565
IRL;-8.152;53.177;2005;IRL;Irlande;Homicides;Homicides;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;0.9
IRL;-8.152;53.177;2005;IRL;Irlande;Revenu disponible des ménages inférieur au seuil de pauvreté monétaire relative;Revenu disponible des ménages inférieur au seuil de pauvreté monétaire relative;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;11.5853962281
IRL;-8.152;53.177;2005;IRL;Irlande;Exposition à la pollution de l’air;Exposition à la pollution de l’air;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;99.925812
IRL;-8.152;53.177;2005;IRL;Irlande;Exposition à des températures extrêmes;Exposition à des températures extrêmes;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;0.0
IRL;-8.152;53.177;2005;IRL;Irlande;Incapacité à maintenir le logement à bonne température;Incapacité à maintenir le logement à bonne température;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_3;Logement;4.0
IRL;-8.152;53.177;2005;IRL;Irlande;Difficultés à joindre les deux bouts;Difficultés à joindre les deux bouts;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_1;Revenu et patrimoine;24.9
IRL;-8.152;53.177;2005;IRL;Irlande;État de santé perçu comme bon;État de santé perçu comme bon;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;82.7
IRL;-8.152;53.177;2005;IRL;Irlande;État de santé perçu comme mauvais;État de santé perçu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;3.7
IRL;-8.152;53.177;2005;IRL;Irlande;Tension au travail;Tension au travail;PT_SAL;Pourcentage de salariés;HSL_2;Travail et qualité de l'emploi;27.5629501343
IRL;-8.152;53.177;2005;IRL;Irlande;Taux de chômage de longue durée;Taux de chômage de longue durée;PT_LF;Pourcentage des dépenses de santé;HSL_2;Travail et qualité de l'emploi;1.6936772975
IRL;-8.152;53.177;2005;IRL;Irlande;Horaires de travail lourds;Horaires de travail lourds;PT_SAL;Pourcentage de salariés;HSL_2;Travail et qualité de l'emploi;4.74
IRL;-8.152;53.177;2005;IRL;Irlande;Taux d’emploi;Taux d’emploi;PT_POP_Y25T64;Pourcentage de la population âgée de 25 à 64 ans;HSL_2;Travail et qualité de l'emploi;73.229
IRL;-8.152;53.177;2005;IRL;Irlande;Salaire brut annuel moyen;Salaire brut annuel moyen;USD_PPP;Dollars des É-U, PPA convertis;HSL_2;Travail et qualité de l'emploi;53861.177
IRL;-8.152;53.177;2005;IRL;Irlande;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;Revenu disponible ajusté net des ménages et des ISBLSM par habitant;USD_PPP_PS;Dollars des É-U par personne, PPA convertis;HSL_1;Revenu et patrimoine;30658.0
IRL;-8.152;53.177;2005;IRL;Irlande;Jeunes sans emploi et sortis du système éducatif;Jeunes sans emploi et sortis du système éducatif;PT_POP_Y15T24;Pourcentage de la population âgée de 15 à 24 ans;HSL_2;Travail et qualité de l'emploi;8.6503954
IRL;-8.152;53.177;2006;IRL;Irlande;Ménages disposant d’un accès internet;Ménages disposant d’un accès internet;PT_HH;Pourcentage de ménages;HSL_3;Logement;13.0667
IRL;-8.152;53.177;2006;IRL;Irlande;Accessibilité financière du logement;Accessibilité financière du logement;PT_B7G_S14;Pourcentage du revenu disponible brut ajusté des ménages;HSL_3;Logement;80.5696964439
IRL;-8.152;53.177;2006;IRL;Irlande;Compétences des élèves en compréhension de l’écrit;Compétences des élèves en compréhension de l’écrit;PO;Points;HSL_6;Savoirs et compétences;517.3132382189
IRL;-8.152;53.177;2006;IRL;Irlande;Compétences des élèves en sciences;Compétences des élèves en sciences;PO;Points;HSL_6;Savoirs et compétences;508.3289299434
IRL;-8.152;53.177;2006;IRL;Irlande;Compétences des élèves en mathématiques;Compétences des élèves en mathématiques;PO;Points;HSL_6;Savoirs et compétences;501.4717711173
IRL;-8.152;53.177;2006;IRL;Irlande;Quintile supérieur du revenu disponible moyen des ménages;Quintile supérieur du revenu disponible moyen des ménages;FCTR_Q1_INC;Facteur de quintile des revenus les plus bas;HSL_1;Revenu et patrimoine;4.9586253323
IRL;-8.152;53.177;2006;IRL;Irlande;Espérance de vie à la naissance;Espérance de vie à la naissance;Y;Années;HSL_5;Santé;79.3
IRL;-8.152;53.177;2006;IRL;Irlande;Mortalité routière;Mortalité routière;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;8.540826672
IRL;-8.152;53.177;2006;IRL;Irlande;Homicides;Homicides;DT_10P5HB;Décès pour 100 000 d'habitants;HSL_10;Sécurité;0.9
IRL;-8.152;53.177;2006;IRL;Irlande;Revenu disponible des ménages inférieur au seuil de pauvreté monétaire relative;Revenu disponible des ménages inférieur au seuil de pauvreté monétaire relative;PT_POP;Pourcentage de la population;HSL_1;Revenu et patrimoine;11.3874248685
IRL;-8.152;53.177;2006;IRL;Irlande;Exposition à la pollution de l’air;Exposition à la pollution de l’air;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;99.926353
IRL;-8.152;53.177;2006;IRL;Irlande;Exposition à des températures extrêmes;Exposition à des températures extrêmes;PT_POP;Pourcentage de la population;HSL_9;Qualité environnementale;0.0
IRL;-8.152;53.177;2006;IRL;Irlande;Incapacité à maintenir le logement à bonne température;Incapacité à maintenir le logement à bonne température;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_3;Logement;3.8
IRL;-8.152;53.177;2006;IRL;Irlande;Difficultés à joindre les deux bouts;Difficultés à joindre les deux bouts;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_1;Revenu et patrimoine;24.9
IRL;-8.152;53.177;2006;IRL;Irlande;État de santé perçu comme bon;État de santé perçu comme bon;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;83.1
IRL;-8.152;53.177;2006;IRL;Irlande;État de santé perçu comme mauvais;État de santé perçu comme mauvais;PT_POP_Y_GE16;Pourcentage de la population âgée de 16 ans ou plus;HSL_5;Santé;3.2
